SymInit: Symbol-SearchPath: '.', symOptions: 530, UserName: 'dna11'
OS-Version: 10.0.22621 () 0x100-0x1
M:\VS\pcsx2-emuinterop\bin\pcsx2-qtx64-avx2-dbg.exe:pcsx2-qtx64-avx2-dbg.exe (00007FF6874D0000), size: 387198976 (result: 0), SymType: 'PDB', PDB: 'M:\VS\pcsx2-emuinterop\bin\pcsx2-qtx64-avx2-dbg.pdb', fileVersion: 1.7.0.0
C:\Windows\SYSTEM32\CoreUIComponents.dll:CoreUIComponents.dll (00007FFCD3BB0000), size: 3588096 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\CoreUIComponents.dll', fileVersion: 10.0.22621.1635
C:\Windows\system32\explorerframe.dll:explorerframe.dll (00007FFCAF8F0000), size: 2703360 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\system32\explorerframe.dll', fileVersion: 10.0.22621.1928
M:\VS\pcsx2-emuinterop\bin\QtPlugins\iconengines\qsvgicond.dll:qsvgicond.dll (00007FFC02680000), size: 200704 (result: 0), SymType: '-exported-', PDB: 'M:\VS\pcsx2-emuinterop\bin\QtPlugins\iconengines\qsvgicond.dll', fileVersion: 6.5.0.0
C:\Windows\SYSTEM32\drvstore.dll:drvstore.dll (00007FFCD2DB0000), size: 1441792 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\drvstore.dll', fileVersion: 10.0.22621.1778
C:\Windows\SYSTEM32\wldp.dll:wldp.dll (00007FFCDA310000), size: 286720 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\wldp.dll', fileVersion: 10.0.22621.1992
C:\Windows\system32\nvspcap64.dll:nvspcap64.dll (00007FFC90680000), size: 2953216 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\system32\nvspcap64.dll', fileVersion: 3.27.0.112
C:\Windows\SYSTEM32\ntmarta.dll:ntmarta.dll (00007FFCD9C40000), size: 212992 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\ntmarta.dll', fileVersion: 10.0.22621.1
C:\Windows\SYSTEM32\dhcpcsvc.DLL:dhcpcsvc.DLL (00007FFCD4260000), size: 126976 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\dhcpcsvc.DLL', fileVersion: 10.0.22621.1344
C:\Windows\SYSTEM32\vulkan-1.dll:vulkan-1.dll (00007FFC016D0000), size: 1499136 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\vulkan-1.dll', fileVersion: 1.3.236.0
C:\Windows\SYSTEM32\windows.staterepositorycore.dll:windows.staterepositorycore.dll (00007FFCD39B0000), size: 106496 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\windows.staterepositorycore.dll', fileVersion: 10.0.22621.1928
C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_50916785244854f2\nvoglv64.dll:nvoglv64.dll (00007FFC7A4E0000), size: 63270912 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_50916785244854f2\nvoglv64.dll', fileVersion: 31.0.15.3141
C:\Windows\SYSTEM32\rometadata.dll:rometadata.dll (00007FFCCEC40000), size: 233472 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\rometadata.dll', fileVersion: 4.8.9032.0
C:\ProgramData\obs-studio-hook\graphics-hook64.dll:graphics-hook64.dll (00007FFC88380000), size: 311296 (result: 0), SymType: '-exported-', PDB: 'C:\ProgramData\obs-studio-hook\graphics-hook64.dll', fileVersion: 1.8.0.0
C:\Windows\SYSTEM32\gpapi.dll:gpapi.dll (00007FFCDA100000), size: 155648 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\gpapi.dll', fileVersion: 10.0.22621.1928
C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_50916785244854f2\NvCamera\NvCameraAllowlisting64.dll:NvCameraAllowlisting64.dll (00007FFC01620000), size: 712704 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_50916785244854f2\NvCamera\NvCameraAllowlisting64.dll', fileVersion: 7.1.817.0
C:\Windows\System32\DispBroker.dll:DispBroker.dll (00007FFCD1BD0000), size: 524288 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\DispBroker.dll', fileVersion: 10.0.22621.1635
C:\Windows\SYSTEM32\nvapi64.dll:nvapi64.dll (00007FFCC9DB0000), size: 8081408 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\nvapi64.dll', fileVersion: 31.0.15.3141
C:\Windows\System32\AppXDeploymentClient.dll:AppXDeploymentClient.dll (00007FFCD49C0000), size: 1265664 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\AppXDeploymentClient.dll', fileVersion: 10.0.22621.1928
C:\Windows\SYSTEM32\WINSTA.dll:WINSTA.dll (00007FFCD9600000), size: 417792 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\WINSTA.dll', fileVersion: 10.0.22621.1635
C:\Windows\System32\MMDevApi.dll:MMDevApi.dll (00007FFCD1CC0000), size: 643072 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\MMDevApi.dll', fileVersion: 10.0.22621.608
C:\Windows\SYSTEM32\AUDIOSES.DLL:AUDIOSES.DLL (00007FFCCC440000), size: 2015232 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\AUDIOSES.DLL', fileVersion: 10.0.22621.1928
C:\Windows\SYSTEM32\resourcepolicyclient.dll:resourcepolicyclient.dll (00007FFCD8370000), size: 86016 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\resourcepolicyclient.dll', fileVersion: 10.0.22621.1
C:\Windows\SYSTEM32\dhcpcsvc6.DLL:dhcpcsvc6.DLL (00007FFCD4280000), size: 102400 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\dhcpcsvc6.DLL', fileVersion: 10.0.22621.1344
C:\Windows\SYSTEM32\TextShaping.dll:TextShaping.dll (00007FFCB8E30000), size: 720896 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\TextShaping.dll', fileVersion: 10.0.22621.1635
C:\Windows\SYSTEM32\dbgcore.DLL:dbgcore.DLL (00007FFCC20E0000), size: 204800 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\SYSTEM32\dbgcore.DLL', fileVersion: 10.0.22621.1
M:\VS\pcsx2-emuinterop\common\StackWalker.cpp (844): StackWalker::ShowCallstack
M:\VS\pcsx2-emuinterop\common\CrashHandler.cpp (145): WriteMinidumpAndCallstack
M:\VS\pcsx2-emuinterop\common\CrashHandler.cpp (201): CrashHandler::WriteDumpForCaller
M:\VS\pcsx2-emuinterop\common\Assertions.cpp (123): pxOnAssertFail
M:\VS\pcsx2-emuinterop\pcsx2\x86\ix86-32\iR5900-32.cpp (2239): recRecompile
ERROR: SymGetLineFromAddr64, GetLastError: 487 (Address: 00007FF69109F02B)
00007FF69109F02B (pcsx2-qtx64-avx2-dbg): (filename not available): eeRecDispatchers
ERROR: SymGetSymFromAddr64, GetLastError: 126 (Address: CCCCCCCC00127120)
ERROR: SymGetLineFromAddr64, GetLastError: 126 (Address: CCCCCCCC00127120)
ERROR: SymGetModuleInfo64, GetLastError: 1114 (Address: CCCCCCCC00127120)
CCCCCCCC00127120 ((module-name not available)): (filename not available): (function-name not available)
ERROR: SymGetSymFromAddr64, GetLastError: 126 (Address: CCCCCCCCCCCCCCCC)
ERROR: SymGetLineFromAddr64, GetLastError: 126 (Address: CCCCCCCCCCCCCCCC)
ERROR: SymGetModuleInfo64, GetLastError: 1114 (Address: CCCCCCCCCCCCCCCC)
CCCCCCCCCCCCCCCC ((module-name not available)): (filename not available): (function-name not available)
ERROR: SymGetSymFromAddr64, GetLastError: 126 (Address: CCCCCCCCCCCCCCCC)
ERROR: SymGetLineFromAddr64, GetLastError: 126 (Address: CCCCCCCCCCCCCCCC)
ERROR: SymGetModuleInfo64, GetLastError: 1114 (Address: CCCCCCCCCCCCCCCC)
CCCCCCCCCCCCCCCC ((module-name not available)): (filename not available): (function-name not available)
ERROR: SymGetSymFromAddr64, GetLastError: 126 (Address: CCCCCCCCCCCCCCCC)
ERROR: SymGetLineFromAddr64, GetLastError: 126 (Address: CCCCCCCCCCCCCCCC)
ERROR: SymGetModuleInfo64, GetLastError: 1114 (Address: CCCCCCCCCCCCCCCC)
CCCCCCCCCCCCCCCC ((module-name not available)): (filename not available): (function-name not available)
ERROR: SymGetSymFromAddr64, GetLastError: 126 (Address: CCCCCCCCCCCCCCCC)
ERROR: SymGetLineFromAddr64, GetLastError: 126 (Address: CCCCCCCCCCCCCCCC)
ERROR: SymGetModuleInfo64, GetLastError: 1114 (Address: CCCCCCCCCCCCCCCC)
CCCCCCCCCCCCCCCC ((module-name not available)): (filename not available): (function-name not available)
